Price,Rooms,Area,Stage,Location,Description,Stage description
423.00,2,58.00,2,Poznań Wilda ul. Kosińskiego,Rozkładowe ciche mieszkanie na drugim piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Wilda. Dwa pokoje z aneksem kuchennym okna wychodzące na południe; widok na podwórko. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - gres..., drugie piętro 
169.00,1,26.00,1,Poznań Poznań-Grunwald ul. Jana Matejki,Oferta sprzedaży mieszkania o łącznej powierzchni 26m2 na parterze rewitalizowanej zabytkowej kamienicy położonej przy ulicy Matejki jednej z najelegantszych ulic śródmieścia Poznania złożonej głównie z secesyjnych kamienic w bezpośredniej...,pierwsze piętro
349.00,3,51.00,1,Poznań Naramowice,Polecam bardzo ładne mieszkanie na sprzedaż o powierzchni 51m2. Mieszkanie znajduje się na pierwszym piętrze trzypiętrowego budynku i składa się z salonu z aneksem kuchennym dwóch sypialni korytarza z szafą typu komandor łazienki oraz balkonu....,pierwsze piętro
215.00,1,34.40,4,Poznań Winogrady,Atrakcyjnie urządzona kawalerka dla singla pary. Dla każdego! Gotowa do wprowadzenia! Stylowo urządzona kawalerka z balkonem w bloku z cegły na zamkniętym strzeżonym osiedlu przy ul. Wilczak. Zapraszam do zapoznania się z atrakcyjną ofertą...,czwarte piętro
217.10,1,34.46,5,Poznań Winogrady ul. Hawelańska,Nieruchomości Mieszkania Nieruchomości Mieszkania,piąte piętro
158.00,1,32.00,1,Poznań Wilda Łazarz Jeżyce Centrum ul. Robocza Ul.,Polecam na sprzedaż przytulną kawalerkę o powierzchni 31 60 m2 położonej przy ul. Roboczej w Poznaniu na pierwszym piętrze w budynku pięciokondygnacyjnym wybudowanym w 2000 r. Mieszkanie składa się z pokoju z aneksem kuchennym korytarza ...,pierwsze piętro
213.00,1,37.00,2,Poznań Grunwald,| NA SPRZEDAŻ przestrzenna kawalerka 37 m2 z widokiem na dziedziniec 2 piętro niski blok na Grunwaldzie w Poznaniu. FORMA PRAWNA: prawo własności do lokalu mieszkalnego wraz z księgą wieczystą. UKŁAD: mieszkanie składa się z dużego..., drugie piętro 
209.99,1,37.00,2,Poznań Grunwald Górczyn ul. Daleka,Na sprzedaż wyremontowana kawalerka na GÓRCZYNIE 37m2. Główne atuty nieruchomości: • bliskość komunikacji miejskiej • cicha i spokojna okolica • zabudowa kuchni i sprzęt w cenie Nieruchomość złożona z: • pokój 24 m.kw • kuchnia otwarta z oknem..., drugie piętro 
185.00,1,35.00,1,Poznań Rataje Śródka Zawady Centrum ul. Tomickiego,Polecam na sprzedaż kawalerkę położonej niedaleko Ronda ŚRÓDKA- ulica Tomickiego. Lokal usytuowany jest na wysokim parterze w NISKIM BLOKU Na 35 2 m2 składa się: kuchnia 9 m2 przestronny salon 19 m2 łazienka 4m2 przedpokój 3 2m2. Mieszkanie...,pierwsze piętro
229.00,1,35.09,2,Poznań Stare Miasto Winogrady ul. Winogrady Cytadela Wykończone !,NOWOŚĆ! Okazja ! Gotowe do zamieszkania Mieszkania przy Parku Cytadela w atrakcyjnych cenach już od 5984 zł/m2 Polecam na sprzedaż mieszkania 1 i 2 pokojowe znajdujące się w kilkuletniej willi miejskiej w rejonie ul. Winogrady tuż obok Parku..., drugie piętro 
170.00,1,29.00,2,Poznań Jeżyce Centrum Ogrody ul. Dąbrowskiego,Polecam kawalerkę Poznań - Jeżyce. Pełna własność na osobnej księdze wieczystej z udziałem w gruncie i częściach wspólnych. Kamienica z początku ubiegłego wieku. Została całkowicie zrewitalizowana w 2015 r. W budynku przeprowadzono remont..., drugie piętro 
320.77,3,55.21,5,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania,piąte piętro
240.00,2,38.00,1,Poznań Wilda ul. Fabryczna,Wspaniałe mieszkanie o powierzchni 38 mkw składające się z przestronnego przedpokoju z wbudowaną szafą typu komandor 2 niezależnych pokoi łazienki z oknem i osobnej kuchni z oknem. Ona PCV. Główne atuty nieruchomości: • doskonała komunikacja z...,pierwsze piętro
199.00,2,38.10,1,Poznań Winogrady ul. Os. Przyjaźni,Rozkładowe ciche mieszkanie na trzecim piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Winogrady. Dwa pokoje okna wychodzące na wschód; widok na inne budynki. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - terakota; Okna - PCV;...,pierwsze piętro
457.47,3,70.38,5,Poznań Jeżyce ul. Botaniczna,Na początku 2014 r. na poznańskich Ogrodach w jednym z najbardziej malowniczych miejsc w Poznaniu rozpoczeła się budowa Osiedla Botaniczna. Największym atutem Osiedla Botaniczna jest jego lokalizacja zapewniająca zarówno bliskość terenów...,piąte piętro
267.57,2,45.66,4,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania,czwarte piętro
425.00,2,52.30,1,Poznań ul. Mogileńska,Polecam na sprzedaż ładnie zaaranżowane i nowocześnie urządzone mieszkanie dwupokojowe położone przy ul. Mogileńskiej. Mieszkanie bardzo funkcjonalnie rozplanowane wykończone w wysokim standardzie. Mieszkanie nasłonecznione wszystkie okna...,pierwsze piętro
255.00,2,50.00,4,Poznań Winogrady Sołacz Piątkowo ul. Chrobrego,Polecam na sprzedaż mieszkanie składające się z dwóch niezależnych pokoi korytarza łazienki oddzielnego WC oraz kuchni o łącznej powierzchni 50 m2. Pokoje i kuchnia ustawne jasne. Z salonu wyjście na balkon (loggię). Mieszkanie znajduje się...,czwarte piętro
205.56,2,32.89,7,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...,siódme piętro
461.50,3,71.30,1,Poznań Centrum ul. Bóżnicza,Na sprzedaż trzypokojowe mieszkanie w inwestycji w centrum Poznania na ul. Bóżniczej. Lokal znajduje się na 1. piętrze 6-piętrowego budynku z 2002 roku. Budynek zlokalizowane jest w jednej z bocznych ulic co mimo bliskości centrum miasta...,pierwsze piętro
194.81,2,33.53,1,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania,pierwsze piętro
278.00,2,50.00,2,Poznań Naramowice ul. Błażeja,Na sprzedaż bardzo ładne zadbane mieszkanie w nowszym bloku przy ul. Błażeja na Naramowicach. Mieszkanie położone jest na II piętrze w bloku z windą. Dwa niezależne pokoje ponad 50m2. Kuchnia oddzielna z oknem w zabudowie. Salon ok.17m2 z..., drugie piętro 
198.90,1,85.00,1,Poznań Centrum ul. Długa,Mieszkanie w programie MDM!!! Na sprzedaż klimatyczne mieszkanie o powierzchni 85 40m2 w samym centrum Poznania przy ulicy Długiej. Mieszkanie poddaszowe na 4 piętrze. Mieszkanie w stanie deweloperskim ogrzewanie gazowe. Budynek wyposażony...,pierwsze piętro
360.00,4,74.00,1,Poznań Piątkowo Winogrady Sołacz Naramowice Cent ul. Chrobrego - Dobra Cena!!!,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu mieszkanie 4 pokojowe położone na Piątkowie ( os. Chrobrego ). Na 74 m2 składają się cztery ustawne i nieprzechodnie...,pierwsze piętro
320.00,2,53.70,2,Poznań Grunwald ul. Smoluchowskiego,Przestronne mieszkanie na drugim piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Grunwald. Dwa pokoje okna wychodzące na zachód; widok na Lasek Marceliński. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - panele podłogowe terakota;..., drugie piętro 
260.00,2,49.00,10,Poznań Piątkowo Winogrady Sołacz Naramowice Jeży ul. Chrobrego,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu mieszkanie 2 pokojowe położone na Piątkowie ( os. Chrobrego ). Na 49 m2 składają się dwa ustawne i nieprzechodnie...,dziesiąte piętro
330.00,2,46.00,3,Poznań ul. Poszukuję 2-U Pok. Po 2000 R.,Poszukujemy mieszkanie 2-u pokojowe w nowszym budownictwie po 2000 roku: Tylko mieszkania wybudowane w nowej technologii z cegły po 2000 roku lub końcówka lat 90-tych. W każdym rejonie Poznania (najlepiej Piątkowo) jednak ważna komunikacja...., trzecie
468.00,4,69.00,3,Poznań Naramowice ul. Karpia,Gorąco polecam Państwu na sprzedaż mieszkanie 4 pokojowe o podwyższonym standardzie na Naramowicach w Poznaniu. Mieszkanie składa się z salonu z aneksem kuchennym w pełni wyposażonym trzech odrębnych sypialni dużej łazienki z wanną i kabiną..., trzecie
265.00,2,41.20,5,Poznań ul. Franciszka Morawskiego,Na sprzedaż 2- pokojowe mieszkanie w centrum Poznania. Lokal o powierzchni 41 2 m2 na V piętrze z dwoma balkonami i miejscem w hali garażowej w budynku z 2000 roku przy ul. Morawskiego. Powierzchnie : - salon z aneksem kuchennym : 20 2 m2 -...,piąte piętro
215.00,2,38.40,2,Poznań Dębiec ul. Ok. Łozowej,Przedmiotem tej oferty jest mansardowe klimatyczne mieszkanie 2-pokojowe w całkowicie zrewitalizowanym budynku z cegły z początku lat 50-tych na Dębcu w okolicy ul. Łozowej. Ostatnie 2 mieszkania w tej inwestycji w MDM!! W cenie komórka..., drugie piętro 
310.00,4,74.20,4,Poznań Grunwald ul. Grottgera,Rozkładowe ciche mieszkanie na czwartym piętrze w kamienicy w Poznaniu w dzielnicy Grunwald/Łazarz. Trzy pokoje okna wychodzące na północ południe wschód zachód; widok na inne budynki. Standard wykończenia: Ściany - tynk; Podłogi - panele...,czwarte piętro
223.47,1,34.38,1,Poznań Poznań-Grunwald ul. Bosa,Przedstawiamy Państwu nową inwestycję w centrum Poznania dzielnicy Grunwald. Realizowana jest obecnie budowa budynku wielorodzinnego z 14 lokalami mieszkalnymi. Jest to kameralny trzypiętrowy budynek zaprojektowany w technologii tradycyjnej co...,pierwsze piętro
251.40,2,41.90,1,Poznań ul. Apartamenty Klifowa W Rewalu Z Widokiem N,Apartamenty Klifowa Rewal z widokiem na morze. Z OGROMNĄ PRZYJEMNOŚCIĄ CHCIELIBYŚMY POINFORMOWAĆ PAŃSTWA O ROZPOCZĘCIU BUDOWY ORAZ SPRZEDAŻY PIERWSZEGO ETAPU APARTAMENTÓW KLIFOWA REWAL W UROKLIWEJ MIEJSCOWOŚCI REWAL KTÓRA STAJE SIĘ JEDNYM Z...,pierwsze piętro
499.00,5,126.50,1,Poznań Jeżyce,Polecam do sprzedaży mieszkanie o pow. 126 m2 zlokalizowane na parterze w kamienicy w okolicach Szpitala Raszei. Na wprost wejścia znajduje się osobna widna kuchnia wraz ze spiżarnią (11 5 m2) obok łazienka (5 8 m2) oraz niewielkie...,pierwsze piętro
185.00,2,44.00,1,Poznań Centrum ul. Mottego,Polecam na sprzedaż bardzo ustawne mieszkanie dwupokojowe zlokalizowane na Łazarzu przy ul. Mottego. Mieszkanie ustytuowane jest na 1 piętrze w niskim bloku z 1980 roku z cegły. Pow. mieszkania- 44 m2 w skład wchodzą; - dwa niezależne pokoje...,pierwsze piętro
302.61,2,45.85,8,Poznań Piątkowo ul. Kurpińskiego,Nieruchomości Mieszkania Nieruchomości Mieszkania,ósme piętro
312.00,3,64.00,4,Poznań Winogrady Sołacz Piątkowo ul. Zwycięstwa,Polecam do sprzedaży mieszkanie położone na Winogradach na Osiedlu Zwycięstwa. Lokal o powierzchni 64 m2 znajduje się na czwartym piętrze w niskim 4 piętrowym bloku. Blok jest ocieplony dach odnowiony klatki schodowe odnowione w tym roku....,czwarte piętro
262.00,3,52.40,3,Poznań Naramowice ul. Sarmacka,ATRAKCYJNA OFERTA 262 000 ZŁ DO NEGOCJACJI Sprzedam mieszkanie na poznańskich Naramowicach przy ul. Sarmackiej. Mieszkanie o powierzchni 52 4m2 położone jest na trzecim piętrze czteropiętrowego bloku z 1979r. Składa się z salonu z wyjściem na..., trzecie
235.00,2,38.00,12,Poznań Winogrady Piątkowo Sołacz Naramowice ul. Pod Lipami,Zapraszam do zapoznania się z ofertą atrakcyjnego nowocześnie urządzonego 2- pokojowego mieszkania na sprzedaż na WINOGRADACH na Osiedlu Pod Lipami. Na 38m2 składają się 2 NIEZALEŻNE POKOJE o wymiarach 16m2 i 12m2 Kuchnia łazienka i korytarz....,dwunaste piętro
281.31,3,47.20,4,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania,czwarte piętro
320.00,2,74.20,2,Poznań Poznań-Wilda ul. Jana Kilińskiego,Do sprzedaży mieszkanie 2 pokojowe o powierzchni 74 2 m2. Mieszkanie z duszą w zadbanej kamienicy z zachowanymi i zadbanymi secesyjnymi lamperiami. Drugi pokój z możliwością podziału na dwa pokoje. Nowa instalacja prądu i gazu. Ogrzewanie: piec..., drugie piętro 
150.00,1,27.82,1,Poznań Stare Miasto ul. Chwaliszewo Wenecjańska,Kawalerka w samym centrum miasta. LOKALIZACJA - Położone w jednej z najstarszych części Poznania na Chwaliszewie na trasie między Starym Rynkiem a Ostrowem Tumskim. - Dzisiejsze Chwaliszewo to oprócz starej zabudowy także nowo powstające...,pierwsze piętro
255.00,1,37.00,3,Poznań Stare Miasto,Polecamy na sprzedaż piękną kawalerkę!!! Wręcz IDEALNA LOKALIZACJA- gwarantująca jednocześnie spokój. Na spacer nad Watrę 100 m na Stary Rynek 500 m blisko urzędy szkoły sklepy jednocześnie bardzo cicha okolica. ŚWIETNA INWESTYCJA ..., trzecie
279.00,2,50.00,1,Poznań Centrum ul. Garbary,Mieszkanie dwupokojowe o pow. 49 80 m2 położone na I piętrze w oficynie kamienicy przy ul. Garbary nieopodal Placu Bernardyńskiego. Na powierzchnię całkowitą składają się: przechodni pokój dzienny o pow. 18 m2 połączony z aneksem kuchennym o...,pierwsze piętro
370.00,2,48.60,3,Poznań Nowe Miasto Rataje,Polecam do sprzedaży mieszkanie 2 pokojowe mieszczące się na 3 piętrze w nowym budynku wielomieszkaniowym PELIKAN na obrzeżach osiedla Piastowskiego blisko parku i z dostępem do Nadwarciańskich Bulwarów. Cicha i spokojna okolica. Mieszkanie o..., trzecie
305.00,3,75.00,3,Poznań Grunwald Łazarz ul. Ul.Hetmańska,MIESZKANIE SPEŁNIA WARUNKI PROGRAMU MDM Serdecznie polecam do sprzedaży atrakcyjne 3 pokojowe mieszkanie znajdujące się na ul.Hetmańskiej na poznańskim Grunwaldzie.Doskonała komunikacja z centrum miasta.Blisko przystanki MPK liczne..., trzecie
430.00,4,104.30,1,Poznań Wilda ul. Żupańskiego,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem OC od transakcji. Serdecznie zapraszam do zapoznania się z ofertą 4-pokojowego mieszkania w secesyjnej kamienicy z 1904roku.Nieruchomość położona przy ul.Żupańskiego.Całość powierzchni...,pierwsze piętro
268.83,2,43.36,3,Poznań Piątkowo ul. Kurpińskiego,Nieruchomości Mieszkania Nieruchomości Mieszkania, trzecie
237.06,2,39.51,2,Poznań Wilda ul. Rolna 37 I 39,Nieruchomości Mieszkania Nieruchomości Mieszkania, drugie piętro 
470.00,4,70.00,3,Poznań Naramowice,WYGODNE MIESZKANIE 4 POKOJOWE DWA MIEJSCA POSTOJOWE. IDEALNE MIESZKANIE DLA RODZINY! Jeżeli szukasz wygodnego miejsca do życia dla swojej rodziny umów się na spotkanie prawdopodobnie znalazłeś swoją przystań! Gorąco polecam do kupna..., trzecie
278.00,3,60.00,2,Poznań Rataje ul. Falista,Na sprzedaż mieszkanie 3-pokojowe 60 m2 po remoncie. Lokal znajduje się na drugim piętrze w 8 piętrowym bloku przy ul. Falistej w Poznaniu w budynku znajdują się 2 windy. Układ : 1 Pokój 17 9 m2 z przestronnym balkonem 2 Pokój 10 7 m2 3 Pokój..., drugie piętro 
1083.46,3,125.40,1,Poznań Grunwald/Łazarz,PRZESTRONNE APARTAMENTY w nowo odrestaurowanej kamienicy z początku XX wieku położonej w centrum Poznania. Prace konserwatorskie prowadzone były przez specjalistyczne firmy wykonawcze z wykorzystaniem najnowszych technologii i wysokiej jakości...,pierwsze piętro
199.00,1,34.40,2,Poznań Centrum Stare Miasto ul. Centrum,CENA do Negocjaji!***KUPUJ BEZPIECZNIE - OFERTA LICENCJONOWANEGO POŚREDNIKA TO GWARANCJA BEZPIECZNEJ TRANSAKCJI*** Zapraszam do zapoznania się z ofertą sprzedaży mieszkania położonego w Ścisłym Centrum przy ulicy Gwarna/Fredry. Atrakcyjna..., drugie piętro 
330.00,3,60.00,3,Poznań Dębiec,Polecamy!!! Własnościowe z księgą wieczystą rozkładowe bardzo jasne ciche przytulne mieszkanie na trzecim piętrze w bloku mieszkalnym trzy piętrowym w Poznaniu w dzielnicy Dębiec. Trzy pokoje (17m 15m 10m) kuchnia (8m) łazienka..., trzecie
299.00,2,49.00,1,Poznań Nowe Miasto,Do sprzedaży mieszkanie o powierzchni całkowitej 49 m2. Cena sprzedaży wynosi 299 000 zł. Mieszkanie znajduje się w bloku z cegły z 1960r. na parterze. Mieszkanie jest jednopoziomowe ilość pokoi 2 oddzielna kuchnia. Do mieszkania przynależy...,pierwsze piętro
329.00,2,43.50,2,Poznań Grunwald ul. Brzask,BEZ PROWIZJI !!! PROWIZJĘ DLA BIURA POKRYWA WŁAŚCICIEL. Polecam na sprzedaż 2 pokojowe mieszkanie (salon z aneksem kuchennym pokój) z balkonem w luksusowym apartamentowcu z 2010r. firmy Ataner na ulicy Brzask z całodobowa ochronę zamkniętym..., drugie piętro 
380.00,3,64.00,4,Poznań Piątkowo,Polecam na sprzedaż atrakcyjne 3-pokojowe mieszkanie na Os. Bolesława Śmiałego w Poznaniu. Mieszkanie składa się z: - salonu (24 m2)-w którym położony jest parkiet ściany są gipsowane asufit podwieszany. Z salonu jest wyjście na...,czwarte piętro
310.00,2,60.00,3,Poznań Centrum ul. Głogowska,Polecam mieszkanie dwupokojowe zlokalizowane w centrum Poznania przy ul. Głogowskiej w pobliżu Dworca PKP Targów Poznańskich. Mieszkania składa się z salonu sypialni kuchni oraz łazienki. Mieszkanie niezwykle przytulne i przestronne urządzone..., trzecie
344.00,3,62.50,1,Poznań Wilda ul. Powstańcza,Polecam na sprzedaż ATRAKCYJNE mieszkanie 3 pokojowe o powierzchni 62 50m2 położone przy ul. Powstańczej na Wildzie. Mieszkanie położone na wysokim parterze w 4 piętrowej kamienicy po rewitalizacji. Mieszkanie składa się z: - dużego pokoju (ok 20...,pierwsze piętro
329.00,3,75.00,1,Poznań Winogrady ul. Idealne 3 Pok. Na Biuro,Rewelacyjna okazja na zakup dużego mieszkania idealnego na prowadzenie działalności gospodarczej. Nasza oferta dotyczy dużego mieszkania 3 pokojowego znajdującego się w Willi Miejskiej na Winogradach. Ostatni największy pokój można podzielić na...,pierwsze piętro
350.00,3,92.00,1,Poznań Komorniki Plewiska Luboń ul. Północna,92 metrów 3 Pokoje Balkon 3 m UMEBLOWANE wysoki standard Inwestycja: lokal mieszkalny Rodzaj transakcji: sprzedaż Lokalizacja: Plewiska Północna Powierzchnia: 92 m2 Liczba pokoi: 3 Stan techniczny: do zamieszkania Media: prąd wodociąg miejski ...,pierwsze piętro
264.00,3,71.00,8,Poznań Rataje Nowe Miasto ul. Orła Białego - Wolne Od Zaraz !,Zapraszam do zapoznania się z ofertą sprzedaży przestronnego mieszkania położonego na os. Orła Białego w Poznaniu. Atrakcyjna lokalizacja zapewnia szybką i wygodną komunikację z centrum miasta budynek położony wśród zieleni w najbliższym...,ósme piętro
269.00,2,44.00,10,Poznań Rataje ul. Chartowo Malta,Polecam do sprzedaży nowsze 2 pokojowe mieszkanie o pow. 44 m2 położone na 10 piętrze w budynku przy ul Chartowo w Poznaniu. Mieszkanie po remoncie. Pokoje: 20 m2 z aneksem kuchennym z wyjściem na dużą logię sypialnia10 m2 łazienka razem z wc z...,dziesiąte piętro
170.00,1,30.00,6,Poznań,Szanowni Państwo Jako właściciel Biura Nieruchomości EURO-dom.CO oferuję Państwu profesjonalne i skuteczne usługi pośrednictwa w obrocie nieruchomościami. Nasz zespół to Pośrednicy Prawnik Biegły Rewident Podatkowy Agent Ubezpieczeniowy. Mamy...,szóste piętro
259.00,2,43.00,1,Poznań Chwaliszewo ul. Czartoria,Agentom grzecznie i stanowczo dziękuję! - pełna własność z KW budynek z 1998 roku - 1 przestronny salon z otwartą kuchnią plus 1 mały pokój 43m2 - parter z wejściem od zamkniętego podwórza (wejście na domofon) możliwość podjazdu samochodem pod...,pierwsze piętro
265.00,2,50.00,4,Poznań Poznań-Wilda ul. Dezyderego Chłapowskiego,Na sprzedaż ładne dwupokojowe mieszkanie zlokalizowane na Wildzie w czteropiętrowym budynku. Budynek został ocieplony i odnowiony. Wjazd na teren przed budynkiem zabezpieczony bramą na pilota co umożliwia spokojne parkowanie mieszkańcom bloku. Na...,czwarte piętro
245.00,2,40.00,3,Poznań Łazarz,WYJĄTKOWA OFERTA! 2niezależne pokoje wysoki standard niski blok cegła 40m2 kilka linii tramwajowych i autobusowych pełna własność z księgą wieczystą SUPER lokalizacja okolice Rynku Łazarskiego . Na sprzedaż przestrzenne dwupokojowe..., trzecie
265.99,2,42.22,3,Poznań Piątkowo ul. Kurpińskiego,Nieruchomości Mieszkania Nieruchomości Mieszkania, trzecie
221.69,2,35.47,5,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...,piąte piętro
149.00,1,20.00,5,Poznań Ogrody ul. Szpitalna,Zachęcam do zapoznania się z ofertą sprzedaży mieszkania na poznańskich bliskich Ogrodach w okolicy ulicy Szpitalnej. Kawalerka w pobliżu Ogrodu Botanicznego i Jeziora Rusałka zapewnia ciche i spokojne miejsca dla odpoczynku. Z samej Pętli...,piąte piętro
179.00,2,34.43,1,Poznań Zawady,MIESZKANIE ZAWADY OKAZJA! Na sprzedaż mieszkanie dwupokojowe z aneksem kuchennym o powierzchni 36 mkw w bloku z Cegły na Zawadach. Mieszkanie składa się z pokoju połączonego z wyposażonym aneksem kuchennym o łącznej powierzchni 22 mkw ...,pierwsze piętro
323.69,2,51.38,5,Poznań Winogrady ul. Lechicka Okolice,0% prowizji od Kupującego! Polecam na sprzedaż mieszkania na nowym osiedlu w Poznaniu. Inwestycja to połączenie ciekawej architektury z funkcjonalnym i przestrzennym wnętrzem. Mieszkania od 25m2 do 126m2 z ogródkami lub balkonami/tarasami....,piąte piętro
279.00,2,49.80,1,Poznań ul. Garbary,| Mam do zaoferowania stylowe mieszkanie w samym centrum Poznania. Mieszkanie jest dwupokojowe z czego jeden pokój z aneksem kuchennym. Ciekawą aranżacją są widoczne stropy drewniane na suficie które dodają klimatu. W pokoju z aneksem...,pierwsze piętro
319.50,5,63.00,7,Poznań Rataje Śródka Centrum Zawady Łazarz Wilda ul. Rusa- Idealne Na Inwestycję!!!,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu mieszkanie 5 pokojowe położone na Ratajach ( os. Rusa ). Na 63 m2 składa się pięć ustawnych pokoi osobna kuchnia ...,siódme piętro
770.00,4,112.00,1,Poznań Wilda ul. Wierzbięcice,Apartamentowiec na Wildzie mieszkania w stanie developerskim Do sprzedaży mieszkanie o powierzchni całkowitej 112 m2. Cena sprzedaży wynosi 770 000 zł. Mieszkanie znajduje się w apartamentowcu z 2010r. na 1 piętrze. Mieszkanie jest...,pierwsze piętro
275.00,2,53.00,2,Poznań Winogrady ul. Zbożowa,Na sprzedaż mieszkanie o powierzchni 53 20m2 położone na Winogradach przy ul. Zbożowej w niskim bloku na drugim piętrze. Dwa niezależne pokoje o pow. ca 16 8m2 oraz ca 27m2 z umeblowaną i wyposażoną kuchnią (kuchnia pozostaje w cenie) łazienka..., drugie piętro 
209.00,2,44.00,10,Poznań Rataje Nowe Miasto Malta ul. Os. Piastowskie,Mieszkanie o powierzchni 44m2 znajduje się na X piętrze w tzw. desce . Układ lokalu: - pokój z aneksem kuchennym - sypialnia - łazienka z wc - korytarz. Mieszkania posiada duży balkon. Całość od zachodniej bardzo słonecznej strony z...,dziesiąte piętro
650.00,4,159.20,1,Poznań Centrum Śródmieście ul. Ratajczaka,Przedmiotem sprzedaży jest mieszkanie 4-pokojowe usytuowane na I piętrze w odrestaurowanej kamienicy przy ul. Ratajczaka. Lokal składa się z trzech pokoi o pow. ok. 30 m2 - z jednego z nich wyjście na balkon od strony ul. Ratajczaka oraz...,pierwsze piętro
549.00,3,62.80,5,Poznań Wilczak ul. Serbska Mieszkanie Przy Warcie,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem OC od transakcji. Przepiękny komfortowy apartament z niesamowitym widokiem na Wartę. Nieruchomość usytuowana na V piętrze/V. Apartamentowiec wybudowany w 2007 roku przez firmę...,piąte piętro
262.35,2,56.10,4,Poznań Grunwald,Mamy przyjemność zaprezentować Państwu niezwykle atrakcyjne 3 – pokojowe mieszkanie o powierzchni 57m2 znajdujące się na pierwszym piętrze budynku w cichej i spokojnej okolicy ulicy Palacza. Mieszkanie składa się z trzech przestronnych pokoi...,czwarte piętro
199.00,1,23.00,2,Poznań ul. Garbary 49/6a,Na sprzedaż kawalerka w całkowicie zrewitalizowanej kamienicy położonej przy ul. Garbary 49 bardzo blisko Placu Kolegiackiego i Starego Rynku. W mieszkaniu jest odsłonięta oryginalna cegła oraz w pełni urządzona łazienka. Oryginalna drewniana..., drugie piętro 
301.05,2,47.41,4,Poznań Jeżyce ul. Polna 28,Nieruchomości Mieszkania Nieruchomości Mieszkania,czwarte piętro
350.00,3,65.70,3,Poznań Stare Miasto Piątkowo ul. Osiedle Bolesława Chrobrego,Ładne mieszkanie na Piątkowie! 3 pokoje + garderoba kuchnia łazienka i osobne WC- 62 7 m2 Główne atuty nieruchomości: • prestiżowa lokalizacja • doskonała komunikacja z centrum • w pełni wykończony lokal Nieruchomość złożona z: • salon 23..., trzecie
355.00,2,54.10,2,Poznań Piątkowo ul. Mateckiego,Rozkładowe słoneczne mieszkanie na drugim piętrze w apartamentowcu w Poznaniu w dzielnicy Piątkowo. Dwa pokoje z częściowo wydzielonym aneksem kuchennym okna wychodzące na wschód; widok na miasto. Standard wykończenia: Ściany - glazura tynk;..., drugie piętro 
243.31,2,38.62,6,Poznań Winogrady ul. Hawelańska,Nieruchomości Mieszkania Nieruchomości Mieszkania,szóste piętro
315.00,3,64.00,1,Poznań Rataje Łazarz Wilda Zawady ul. Stare Żegrze Os.,Polecam na sprzedaż przestronne mieszkanie na poznańskich Ratajach. Wysoki blok - szóste piętro. Lokal składa się z trzech niezależnych pokoi: 25 12 i 9 m2. Kuchnia łazienka i ubikacja w pełni umeblowane. Z salonu wyjście na balkon (loggia)....,pierwsze piętro
550.00,2,49.00,8,Poznań Śródka ul. Tomickiego 1,Sprzedam mieszkanie w bardzo dobrej lokalizacji położone na 1 piętrze czterokondygnacyjnego budynku przy ul. Tomickiego 1 (wejście od ul. Warszawskiej) Lokal składa się z 4 pokoi (3 niezależne 1 przejściowy) o powierzchni: 16 m2 15 m2 24 m2 ...,ósme piętro
